oai:ecommons.cornell.edu:1813/1166,"The Visible Hand, Volume 12, Issue 2","The Visible Hand, Spring 2005, is a publication of the Cornell Economics Society.  In this issue the following Economic Trends and Policies are explored:  (1) ""The Recent Surge in Mergers and Acquisitions"" by Linda Pedersen ... (2) ""New Luxury: Like It or Spike It?"" by Olivia Liang ... (3) ""The Common Agricultural Policy and Struggling International Agricultural Economies"" by Katherine DeWitt ... (4) ""Financial Integration: A Road Towards Growth or to Increased Vulnerability and Poverty?"" by Madhurima Bhattacharyay ... (5) ""The Role of Economics in the Origins of the Civil War"" by Adam Sasiadek ... (6) ""Economic Interstate Conflict: The World Trade Organization and Dispute Settlement - Evaluating Schools of Thought"" by Neelu Toor ... (7) ""Privitization of Social Security"" by  Jerry Shih ... (8) ""Capital Punishment as a Deterent to Murder"" by  Ali John Ghassabeh ... (9) ""The Good Samaritan Law and the Duty to Rescue: A Cost-Benefit Analysis"" by  Vincent Wong ... (10) ""NO! to Internet Taxes"" by  Jarett Goldman ... (11) ""Exchange Rate and Current Account Imbalances in China and ASEAN: Are They A Problem?"" by Ray Wang ... (12) ""The Development of the Chinese Auto Industry"" by Samson Cheng ... (13) ""The Investment Landscape for Foreign Acquisition in the Chinese Banking Industry"" by Rosy Ko ... (14) ""The Future of ASEAN?s Economy: Growth through Foreign Direct Investment"" by Thummim Cho ... (15) ""Online Auctions: Changing the Face of Game Theory"" by  Dan Tevet ... (16) ""Behavioral Economics: A Look into this New Course and Professor O'Donoghue"" by Tulika Kumar.",,application/pdf,Journal
oai:ecommons.cornell.edu:1813/2214,"Engineering: Cornell Quarterly, Vol.01, No.1 (Spring 1966): Engineering Education Today","This issue contains: 
""College and Engineering Education"" by Andrew Schultz, JR ... ""Today's Applicant: Some Admission Problems"" by Donald H. Moyer ... ""The Freshman and Sophmore Years"" by Howard G. Smith ... ""Cornell's New College Programs"" by William H. Erickson ... Register of New Engineering Faculty 1965-1966 ... Faculty Publications ... Editorial",,application/pdf,Journal
oai:ecommons.cornell.edu:1813/2215,"Engineering: Cornell Quarterly, Vol.01, No.2 (Summer 1966): Engineering New Materials","In this issue:  ""Materials Science: An Engineering-Science Interface"" by Walter S. Owen ... ""Vantage"" (a tour of the Materials Science Department) ... ""An Eye and Ear to Space"" by Dr. William S. Gordon ... Register ... Faculty Publications ... Editorial",,application/pdf,Journal
oai:ecommons.cornell.edu:1813/2216,"Engineering: Cornell Quarterly, Vol.01, No.3 (Fall 1966): A Look into the Future","In this issue: ""A Look into the Future"" by Frank E. Marble, Arthur M. Bueche ... Kenneth L. Bowles ... Arthur R. Kanrowitz ... ""The Next Twenty Years in Aeronautics and Space"" by Mac. C. Adams ... Register ... Faculty Publications ... ""Two Decades"" by Donald F. Berth.",,application/pdf,Journal
oai:ecommons.cornell.edu:1813/2217,"Engineering: Cornell Quarterly, Vol.01, No.4 (Winter 1967): CES-Continuing Engineering Studies","In this Issue: ""Mutual Interests in Continuing Education"" by Andrew Schultz, Jr ... ""Osolescence: Rx CES"" by Julian C. Smith ... ""Developing Tomorrow's Engineer Today"" by Jerrier A. Haddad ... ""Guidepost: by Donald F. Berth ... ""Vantage (phot essay on Venezuelan Engineering Educators visiting Cornell).",,application/pdf,Journal
oai:ecommons.cornell.edu:1813/2218,"Engineering: Cornell Quarterly, Vol.02, No.1 (Spring 1967): Improving Man's Environment","In this Issue: ""Engineering for Human Needs"" by William McGuire ... ""New Concept in Nuclear Reactor Housing"" by Richard N. White ... ""Land Resource Utilization and Planning"" by David J. Henkel ... ""Water Shortage, No ... Sound Managemen, Yes"" by Charles D. Gates ... ""Systems Engineering and Human Environment"" by Gordon P. Fisher ... Faculty Publications ... Editorial.",,application/pdf,Journal
oai:ecommons.cornell.edu:1813/2219,"Engineering: Cornell Quarterly, Vol.02, No.2 (Summer 1967): Teaching Engineering Design","In this Issue: ""State of the Art"" by Howard N. McManus, Byron W. Saunders, Donald F. Berth ... ""Students Design Lunar Land Rover Components"" by Robert L. Wehe ... ""Design Realism for the Classroom"" by Alexander W. Luce ... ""Vantage (photo essay: Cornell Dynamitron)"" ... Register ... Faculty Publications.",,application/pdf,Journal
oai:ecommons.cornell.edu:1813/2220,"Engineering: Cornell Quarterly, Vol.02, No.3 (Autumn 1967): Co-Op=Vitalized Engineering Education","In this Issue: ""Cooperative Education: The Industrial Perspective"" by L. K. Stringham ... ""Cooperative Education: The University Perspective"" by Everett M. Strong ... ""Cooperative Education: The Student Perspective"" by Judith E. Olson ... ""Vantage (600 engineering freshman begin their college careers)"" ... Register ... Faculty Publications ... Editorial.",,application/pdf,Journal
oai:ecommons.cornell.edu:1813/2221,"Engineering: Cornell Quarterly, Vol.02, No.4 (Winter 1968): Some Engineering-Biological Interfaces","In this Issue: ""Bionics and Robots"" by Henry D. Block ... ""Living Chemical Factories"" by Robert K. Finn and Victor H. Edwards ... ""Education in Bioengineering"" by Nelson H. Bryant ... ""Ecology: Key to Water Quality Management"" by Alonzo Wm. Lawrence ... Faculty Publications.",,application/pdf,Journal
oai:ecommons.cornell.edu:1813/2251,"Engineering: Cornell Quarterly, Vol.03, No.1 (1986-1969): Electrical Power Prospects","In this Issue: The Power Industry Looks Ahead /2 (Noted power industrialist Philip Sporn examines the power industry in terms of generation, transmission, and distribution and predicts what its state will be in 1980.) ... Prospects for Controlled Fusion /12 (What are plasmas? How can they be controlled? What is their significance for the
power industry? Peter L. Auer, professor of aerospace engineering and director of Cornell's
Laboratory of Plasma Studies, answers these questions.) ...
University Research in Nuclear Power /24
( K. Bingham Cady, associate professor of engineering physics, and Frank Feiner, visiting
professor during the academic year 1967-68, discuss the ways in which universities
can participate in research and development efforts to further the growth of nuclear
power.) ...
Register /32
( Nephi A. Christensen and Wilbur E. Meserve, named professors emeritus by the Cornell
Board of Trustees, are honored in this issue.) ...
Faculty Publications /35 ...
Editorial /40",,application/pdf,Journal
