oai:ecommons.cornell.edu:1813/12110,Interview with Florian Bieber,"Bieber's current book project (01:30)
Bieber's reflections on the 20th anniversary of 1989 (02:00)
On Bieber's background in political science and history (03:19)
When interdisciplinarity works best (5:22)
On the ""ghettoization"" of the Balkans and its causes/possible solutions (6:30)
Unique contribution of our field to other fields (9:38)
Addressing the ongoing perception of a division of Europe into ""East"" and ""West"" (12:04)
On Bieber's interest in the study of nationalism (16:17)
Is there such a thing as ""good nationalism""? (19:12)
On Bieber's ""European"" upbringing and early education (21:34)
Bieber on experiences/opportunities all Europeans should ideally have (24:56)
On the future of Southeastern Europe (26:17)","Interview with Florian Bieber, lecturer in East European Politics at the University of Kent in Canterbury, England. Interview conducted in Ithaca, NY on March 13, 2009. Dr. Bieber has worked in Belgrade (Serbia) and Sarajevo (Bosnia-Herzegovina) for the European Centre for Minority Issues and has taught at the Central European University, at the University of Sarajevo and at the University of Bologna. He is also the author of a book about Serbian nationalism, entitled Nationalism in Serbia from the Death of Tito to the Fall of Milosevic  (Muenster: Lit Verlag, 2005, in German), and another book, Post-War Bosnia: Ethnic Structure, Inequality and Governance of the Public Sector (London: Palgrave, 2006). He?s at Cornell this spring semester of 2009 as the Luigi Einaudi Chair in European and International Studies.",,Interview
oai:ecommons.cornell.edu:1813/12302,A biography of and interview with John D. Murray,"Unable to afford a medical school education during the Depression, John Murray aspired to a career in veterinary medicine. He credited his acceptance into Cornell in 1935 as a life-changing event, and never waivered from a deep commitment to both his profession and his alma mater. Murray established a general practice in Painted Post, a small community in southern New York. He was active in professional affairs at the State level, and ultimately served as president of the New York State Veterinary Medical Society. He became an avid and life-long supporter of the college and in 1990 was designated as one of Cornell University's Foremost Benefactors. His lasting respect, however, is to his beloved Class of 1939, and he remains in close contact with its several surviving members.","Person interviewed: John D. Murray. Interviewer: Smith, Donald F. Interview date: December 3, 2007. Interview location: Dundee, NY. Date biography was written:  March 15, 2009.",,Interview
oai:ecommons.cornell.edu:1813/12794,A biography of and interview with Albert P. Pontick,"Dr. Albert Pontick owes his interest in veterinary medicine to the encouragement of his brother-in-law and anatomy instructor, Malcolm E. Miller. Raised on a struggling farm on Long Island during the Depression, Pontick was attending Temple University on an athletic scholarship when an injury required that he reconsider his career options. Like many other Depression-era students, Al worked his way through veterinary college, even sending money home to assist his family. After a brief period of small animal practice in upstate New York, Dr. Pontick returned home and developed a general practice on the South Fork of Long Island. As the small animal clientele in the Hamptons grew over the ensuing two decades, he and a colleague established a flourishing small animal hospital in nearby Southampton. During his practice years, he treated pets of many New York City celebrities. Now in his 96th year, the ever-optimistic Dr. Pontick continues to enjoy painting and reminiscing on a life that provided many personal and professional blessings.","Person interviewed: Albert P. Pontick
Interviewer: Smith, Donald F. Interview date: April 2, 2008. Interview location: Hampton Bays, NY. Date biography was written:  May 15, 2009.",,Interview
oai:ecommons.cornell.edu:1813/12871,A biography of and interview with John P. Ayres,"Dr. John Ayres was raised on a small farm in southern New York State during the Depression. While a veterinary student at Cornell, he worked several jobs to pay for his education. During his final two years, he saved expenses by living in the college where he tended to hospitalized animals and performed miscellaneous duties for faculty. His Class of 1939 was unusually diverse yet, despite their differences, they shared the common goal of achieving a professional education and acquiring employment afterwards. Dr. Ayres' first job was working with small animals in New York City. He served in the Veterinary Corps during WWII, then spent the remainder of his career in Binghamton, N.Y., working for the city health department and later for the New York State Department of Agriculture and Markets. He also ran a part time veterinary practice during evenings and weekends before retiring in 1990. Dr. and Mrs. Ayres have two children: Christine, a business woman in Binghamton, and John, an orthopedic surgeon in Florida.","Person interviewed: John P. Ayers. Other participant: Christine Ayres, daughter. Interviewer: Smith, Donald F.  Interview date: December 11, 2007. Interview location: Binghamton, NY. Date biography was written:  May 25, 2009.",,Interview
oai:ecommons.cornell.edu:1813/12877,A biography of and interview with Joseph J. Merenda,"Entering Cornell in 1930 and graduating at the height of the Depression, Dr. Joseph Merenda anticipated a career in large animal medicine. However, he unexpectedly secured a job with the renowned New York City veterinarian, C.P. Zepp, whose midtown Manhattan practice was one of the most advanced at that time. Despite the paucity of information available to small animal practitioners, Merenda and his city colleagues developed innovative and imaginative treatments and procedures to supplement the modest instruction in dog and cat medicine they had received at Cornell. With the exception of his service in World War II, Merenda spend his entire professional life in the Zepp practice, retiring to his current residence in Brooklyn in the mid 1970s.","Person interviewed: Joseph J. Merenda. Other participant: Rae Lazare. Interviewer: Smith, Donald F. Interview date: August 2, 2007. Interview location: New York, NY. Date biography was written: February 15, 2009.",,Interview
oai:ecommons.cornell.edu:1813/12878,A biography of and interview with Robert Ferber,"The son of immigrants who settled in New York City, Robert Ferber graduated from Cornell in 1939 and established one of the first small animal hospitals on Long Island. His brother, son, and grandson all followed in his footsteps, making his extended family one of the notable legacies in American small animal practice. With its inclusion of women, second-career students, Jews, Irish Catholics, an African-American, and even a Chinese national, Ferber's class was extraordinarily diverse for its time. Surviving a rigorous academic program during the Depression was challenging, but Ferber and his classmates drew strength from their mutual friendship and support, regardless of their background and core values. This is a story that brings encouragement and joy to animal lovers and veterinarians, and - indeed - to all.","Person interviewed: Ferber, Robert. Interviewer:  Smith, Donald F. Interview date: November 7, 2007. Interview Location: Syosset, NY. Date biography was written: February 15, 2009.",,Interview
oai:ecommons.cornell.edu:1813/12879,A biography of and interview with Lawrence T. Waitz,"Matriculating at Cornell University at age 16, Lawrence Waitz completed his DVM degree too young to qualify for licensure in New York State. He spent the intervening months before his 21st birthday supplementing his formal education by working for established New York City and Long Island practitioners. Once licensed, he started a large animal practice in western Nassau County, where he served riding stables, racing and pleasure horses, and several dairies. When his asthma became so debilitating that he had to abandon large animal practice, he shifted his career focus to small animal practice, first in Nassau County and later in Suffolk County near the eastern end of Long Island. He retired from veterinary practice over 40 years ago, allowing ample time to develop new activities, notably painting and sailing. Now in his 99th year of life and living independently with his wife, Dr. Waitz is believed to be Cornell's senior veterinary alumnus.","Person interviewed: Waitz, Lawrence T.
Interviewer:  Smith, Donald F.
Interview date:  October 9, 2007.
Interview Location:  Cutchogue, NY.
Date biography was written:  February 15, 2009.",,Interview
oai:ecommons.cornell.edu:1813/13350,A biography of and interview with Mark R. Crandall,"Mark Crandall was the second veterinarian in his family. Unlike his brother, James, who entered Cornell out of high school and received his DVM in 1931, Mark spent three years at Syracuse University before entering Cornell in 1935 during the depths of the Depression. After graduation in 1939, he worked in Dryden, New York, where he established the first artificial insemination program for cattle in the area. He and his wife, Cora, moved to Gloversville in Fulton County the following year, where he established a general practice and raised his two daughters. He built the Glove Cities Veterinary Hospital in 1964 to meet the growing needs for small animal pet care in the community. He retired in 1977. Throughout his entire career, Dr. Crandall has been very active in the local community. At the age of 96, he still leads a singing group that provides weekly entertainment for patients in the extended care of the local hospital.","Person interviewed: Mark R. Crandall. Interviewer: Smith, Donald F.  Interview date: May 28, 2008.  Interview location: Gloversville, NY.  Date biography was written:  July 15, 2009.",,Interview
oai:ecommons.cornell.edu:1813/13386,A biography of and interview with Clifford H. and Gilbert F. Hoppenstedt,"Brothers Clifford and Gilbert Hoppenstedt grew up in Pine Bush, New York, and each became veterinarians. Clifford graduated from Cornell University in 1935 and practiced in Gardiner, New York. Gilbert graduated from the University of Pennsylvania in 1940 and practiced in nearby Kingston. They credit their parents for making the necessary sacrifices and encouraging them to attain a professional education. Cornell's land grant program placed a high priority on agricultural animals. The School of Veterinary Medicine at the University of Pennsylvania, being a private institution affiliated with the medical school, also emphasized pet medicine. Though both classes were diverse, Clifford's class at Cornell was unique for that era. Two women and 17 Jews were among the 82 students who matriculated in 1931.","Persons interviewed: Clifford H. Hoppenstedt and Gilbert F. Hoppenstedt.  Interviewer: Smith, Donald F.   Interview date: February 9, 2009.  Interview location: New Paltz, NY.  Date biography was written:  June 15, 2009.",,Interview
oai:ecommons.cornell.edu:1813/13449,A biography of and interview about Isidor I. Sprecker,"The son of Russian Jews who had fled to the United States to avoid persecution, Isidor Sprecher (he later changed his name to Sprecker for ease of pronunciation) was one of 40 graduates in Cornell's veterinary class of 1939. He initially practiced in Derby, Connecticut, then was called into service in the US British West Indies during WWII. Returning to Connecticut following the war, he opened a small animal practice in Waterbury. His deep devotion to veterinary education and research led him and his wife, Sylvia, to bestow upon Cornell a series of gifts that culminated in their being named Foremost Benefactors of the university. The Spreckers retired in Boynton Beach, Florida, where Isidor died in 2004 at age 90.","Person interviewed: Mrs. Sylvia Sprecker, wife of Isidor I. Sprecker.  Interviewer: Smith, Donald F.  Interview date: January 22, 2008.  Interview location: Delray Beach, FL.  Date biography was written:  June 15, 2009.",,Interview
